Customer Order,Dist.Chl.Name,Material Group,FG Type,FG Type Desc.,Construction,Fabrication,Design Source,Business Source,Customer Group,Customer,Gender,Global Style,FG SKU,Cust.Color Code,Season,Season Year,Size,Order Qty,Sales Unit,FOB,Total FOB,SO Doc.Currency,Destination,Req.Delivery Date,RM In Date,Planned Cut Date,Original Ex.Factory Date,Revised Ex.Factory Date,Program Type,Program Type Desc.,Pack Qty,Production Lead Time,Revised Original Date Difference,Order Day,Order Year,Order Month
867545670,0,1,4,4,0,0,0,0,1,4,5,246,3057,155,11,2024,93,257,1,3.276,841.9319999999999,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545671,0,1,4,4,0,0,0,0,1,4,5,246,3058,155,11,2024,92,773,1,3.276,2532.348,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545672,0,1,4,4,0,0,0,0,1,4,5,246,3059,155,11,2024,89,1802,1,3.276,5903.352,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545673,0,1,4,4,0,0,0,0,1,4,5,246,3060,155,11,2024,95,1545,1,3.276,5061.42,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545674,0,1,4,4,0,0,0,0,1,4,5,246,3061,155,11,2024,36,773,1,3.276,2532.348,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545675,0,1,4,4,0,0,0,0,1,4,5,246,3062,339,11,2024,93,257,1,3.276,841.9319999999999,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545676,0,1,4,4,0,0,0,0,1,4,5,246,3063,339,11,2024,92,773,1,3.276,2532.348,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545677,0,1,4,4,0,0,0,0,1,4,5,246,3064,339,11,2024,89,1802,1,3.276,5903.352,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545678,0,1,4,4,0,0,0,0,1,4,5,246,3065,339,11,2024,95,1545,1,3.276,5061.42,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545679,0,1,4,4,0,0,0,0,1,4,5,246,3066,339,11,2024,36,773,1,3.276,2532.348,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545680,0,1,4,4,0,0,0,0,1,4,5,246,3067,436,11,2024,93,257,1,3.276,841.9319999999999,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545681,0,1,4,4,0,0,0,0,1,4,5,246,3068,436,11,2024,92,773,1,3.276,2532.348,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545682,0,1,4,4,0,0,0,0,1,4,5,246,3069,436,11,2024,89,1802,1,3.276,5903.352,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545683,0,1,4,4,0,0,0,0,1,4,5,246,3070,436,11,2024,95,1545,1,3.276,5061.42,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545684,0,1,4,4,0,0,0,0,1,4,5,246,3071,436,11,2024,36,773,1,3.276,2532.348,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545685,0,1,4,4,0,0,0,0,1,4,5,246,3072,565,11,2024,93,257,1,3.276,841.9319999999999,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545686,0,1,4,4,0,0,0,0,1,4,5,246,3073,565,11,2024,92,773,1,3.276,2532.348,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545687,0,1,4,4,0,0,0,0,1,4,5,246,3074,565,11,2024,89,1802,1,3.276,5903.352,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545688,0,1,4,4,0,0,0,0,1,4,5,246,3075,565,11,2024,95,1545,1,3.276,5061.42,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545689,0,1,4,4,0,0,0,0,1,4,5,246,3076,565,11,2024,36,773,1,3.276,2532.348,0,1,1709769600.0,1706572800.0,1705881600.0,1708646400.0,1709769600.0,0,0,20,32,13,7,2024,3
867545690,0,1,4,4,0,1,0,0,1,4,5,247,3077,339,11,2024,93,515,1,5.257,2707.355,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545691,0,1,4,4,0,1,0,0,1,4,5,247,3078,339,11,2024,92,1545,1,5.257,8122.065,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545692,0,1,4,4,0,1,0,0,1,4,5,247,3079,339,11,2024,89,3605,1,5.257,18951.485,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545693,0,1,4,4,0,1,0,0,1,4,5,247,3080,339,11,2024,95,3090,1,5.257,16244.13,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545694,0,1,4,4,0,1,0,0,1,4,5,247,3081,339,11,2024,36,1545,1,5.257,8122.065,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545695,0,1,4,4,0,1,0,0,1,4,5,247,3082,436,11,2024,93,515,1,5.257,2707.355,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545696,0,1,4,4,0,1,0,0,1,4,5,247,3083,436,11,2024,92,1545,1,5.257,8122.065,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545697,0,1,4,4,0,1,0,0,1,4,5,247,3084,436,11,2024,89,3605,1,5.257,18951.485,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545698,0,1,4,4,0,1,0,0,1,4,5,247,3085,436,11,2024,95,3090,1,5.257,16244.13,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545699,0,1,4,4,0,1,0,0,1,4,5,247,3086,436,11,2024,36,1545,1,5.257,8122.065,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545700,0,1,4,4,0,0,0,0,1,4,5,248,3087,155,11,2024,93,515,1,2.037,1049.055,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545701,0,1,4,4,0,0,0,0,1,4,5,248,3088,155,11,2024,92,1545,1,2.037,3147.165,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545702,0,1,4,4,0,0,0,0,1,4,5,248,3089,155,11,2024,89,3605,1,2.037,7343.384999999999,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545703,0,1,4,4,0,0,0,0,1,4,5,248,3090,155,11,2024,95,3090,1,2.037,6294.33,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545704,0,1,4,4,0,0,0,0,1,4,5,248,3091,155,11,2024,36,1545,1,2.037,3147.165,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545705,0,1,4,4,0,0,0,0,1,4,5,248,3092,164,11,2024,93,515,1,2.037,1049.055,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545706,0,1,4,4,0,0,0,0,1,4,5,248,3093,164,11,2024,92,1545,1,2.037,3147.165,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545707,0,1,4,4,0,0,0,0,1,4,5,248,3094,164,11,2024,89,3605,1,2.037,7343.384999999999,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545708,0,1,4,4,0,0,0,0,1,4,5,248,3095,164,11,2024,95,3090,1,2.037,6294.33,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545709,0,1,4,4,0,0,0,0,1,4,5,248,3096,164,11,2024,36,1545,1,2.037,3147.165,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545710,0,1,4,4,0,0,0,0,1,4,5,248,3097,339,11,2024,93,515,1,2.037,1049.055,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545711,0,1,4,4,0,0,0,0,1,4,5,248,3098,339,11,2024,92,1545,1,2.037,3147.165,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545712,0,1,4,4,0,0,0,0,1,4,5,248,3099,339,11,2024,89,3605,1,2.037,7343.384999999999,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545713,0,1,4,4,0,0,0,0,1,4,5,248,3100,339,11,2024,95,3090,1,2.037,6294.33,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545714,0,1,4,4,0,0,0,0,1,4,5,248,3101,339,11,2024,36,1545,1,2.037,3147.165,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545715,0,1,4,4,0,0,0,0,1,4,5,248,3102,436,11,2024,93,515,1,2.037,1049.055,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545716,0,1,4,4,0,0,0,0,1,4,5,248,3103,436,11,2024,92,1545,1,2.037,3147.165,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545717,0,1,4,4,0,0,0,0,1,4,5,248,3104,436,11,2024,89,3605,1,2.037,7343.384999999999,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545718,0,1,4,4,0,0,0,0,1,4,5,248,3105,436,11,2024,95,3090,1,2.037,6294.33,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545719,0,1,4,4,0,0,0,0,1,4,5,248,3106,436,11,2024,36,1545,1,2.037,3147.165,0,1,1708646400.0,1706572800.0,1705881600.0,1708646400.0,1708646400.0,0,0,20,32,0,23,2024,2
867545720,0,1,4,4,0,1,0,0,1,4,5,249,3107,155,11,2024,93,257,1,4.487,1153.159,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545721,0,1,4,4,0,1,0,0,1,4,5,249,3108,155,11,2024,92,773,1,4.487,3468.451,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545722,0,1,4,4,0,1,0,0,1,4,5,249,3109,155,11,2024,89,1802,1,4.487,8085.574,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545723,0,1,4,4,0,1,0,0,1,4,5,249,3110,155,11,2024,95,1545,1,4.487,6932.415,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545724,0,1,4,4,0,1,0,0,1,4,5,249,3111,155,11,2024,36,773,1,4.487,3468.451,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545725,0,1,4,4,0,1,0,0,1,4,5,249,3112,339,11,2024,93,257,1,4.452,1144.164,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545726,0,1,4,4,0,1,0,0,1,4,5,249,3113,339,11,2024,92,773,1,4.452,3441.396,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545727,0,1,4,4,0,1,0,0,1,4,5,249,3114,339,11,2024,89,1802,1,4.452,8022.504,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545728,0,1,4,4,0,1,0,0,1,4,5,249,3115,339,11,2024,95,1545,1,4.452,6878.34,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545729,0,1,4,4,0,1,0,0,1,4,5,249,3116,339,11,2024,36,773,1,4.452,3441.396,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545730,0,1,4,4,0,1,0,0,1,4,5,249,3117,436,11,2024,93,257,1,4.487,1153.159,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545731,0,1,4,4,0,1,0,0,1,4,5,249,3118,436,11,2024,92,773,1,4.487,3468.451,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545732,0,1,4,4,0,1,0,0,1,4,5,249,3119,436,11,2024,89,1802,1,4.487,8085.574,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545733,0,1,4,4,0,1,0,0,1,4,5,249,3120,436,11,2024,95,1545,1,4.487,6932.415,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545734,0,1,4,4,0,1,0,0,1,4,5,249,3121,436,11,2024,36,773,1,4.487,3468.451,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545735,0,1,4,4,0,1,0,0,1,4,5,250,3122,155,11,2024,93,257,1,4.172,1072.204,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545736,0,1,4,4,0,1,0,0,1,4,5,250,3123,155,11,2024,92,773,1,4.172,3224.9559999999997,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545737,0,1,4,4,0,1,0,0,1,4,5,250,3124,155,11,2024,89,1802,1,4.172,7517.944,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545738,0,1,4,4,0,1,0,0,1,4,5,250,3125,155,11,2024,95,1545,1,4.172,6445.74,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545739,0,1,4,4,0,1,0,0,1,4,5,250,3126,155,11,2024,36,773,1,4.172,3224.9559999999997,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545740,0,1,4,4,0,1,0,0,1,4,5,250,3127,164,11,2024,93,257,1,4.172,1072.204,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545741,0,1,4,4,0,1,0,0,1,4,5,250,3128,164,11,2024,92,773,1,4.172,3224.9559999999997,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545742,0,1,4,4,0,1,0,0,1,4,5,250,3129,164,11,2024,89,1802,1,4.172,7517.944,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545743,0,1,4,4,0,1,0,0,1,4,5,250,3130,164,11,2024,95,1545,1,4.172,6445.74,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545744,0,1,4,4,0,1,0,0,1,4,5,250,3131,164,11,2024,36,773,1,4.172,3224.9559999999997,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545745,0,1,4,4,0,1,0,0,1,4,5,250,3132,339,11,2024,93,257,1,4.172,1072.204,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545746,0,1,4,4,0,1,0,0,1,4,5,250,3133,339,11,2024,92,773,1,4.172,3224.9559999999997,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545747,0,1,4,4,0,1,0,0,1,4,5,250,3134,339,11,2024,89,1802,1,4.172,7517.944,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545748,0,1,4,4,0,1,0,0,1,4,5,250,3135,339,11,2024,95,1545,1,4.172,6445.74,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545749,0,1,4,4,0,1,0,0,1,4,5,250,3136,339,11,2024,36,773,1,4.172,3224.9559999999997,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545750,0,1,4,4,0,1,0,0,1,4,5,250,3137,436,11,2024,93,257,1,4.172,1072.204,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545751,0,1,4,4,0,1,0,0,1,4,5,250,3138,436,11,2024,92,773,1,4.172,3224.9559999999997,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545752,0,1,4,4,0,1,0,0,1,4,5,250,3139,436,11,2024,89,1802,1,4.172,7517.944,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545753,0,1,4,4,0,1,0,0,1,4,5,250,3140,436,11,2024,95,1545,1,4.172,6445.74,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545754,0,1,4,4,0,1,0,0,1,4,5,250,3141,436,11,2024,36,773,1,4.172,3224.9559999999997,0,1,1710460800.0,1706572800.0,1705881600.0,1708646400.0,1710460800.0,0,0,20,32,21,15,2024,3
867545755,0,1,4,4,0,0,0,0,1,4,5,251,3142,340,11,2024,97,15,1,2.8,42.0,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545756,0,1,4,4,0,0,0,0,1,4,5,251,3143,340,11,2024,93,47,1,2.8,131.6,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545757,0,1,4,4,0,0,0,0,1,4,5,251,3144,340,11,2024,92,128,1,2.8,358.4,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545758,0,1,4,4,0,0,0,0,1,4,5,251,3145,340,11,2024,89,128,1,2.8,358.4,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545759,0,1,4,4,0,0,0,0,1,4,5,251,3146,340,11,2024,95,62,1,2.8,173.6,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545760,0,1,4,4,0,0,0,0,1,4,5,251,3147,340,11,2024,36,21,1,2.8,58.8,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545761,0,1,4,4,0,0,0,0,1,4,5,251,3148,381,11,2024,97,15,1,2.8,42.0,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545762,0,1,4,4,0,0,0,0,1,4,5,251,3149,381,11,2024,93,47,1,2.8,131.6,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545763,0,1,4,4,0,0,0,0,1,4,5,251,3150,381,11,2024,92,128,1,2.8,358.4,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545764,0,1,4,4,0,0,0,0,1,4,5,251,3151,381,11,2024,89,128,1,2.8,358.4,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545765,0,1,4,4,0,0,0,0,1,4,5,251,3152,381,11,2024,95,62,1,2.8,173.6,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545766,0,1,4,4,0,0,0,0,1,4,5,251,3153,381,11,2024,36,21,1,2.8,58.8,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545767,0,0,0,0,0,0,0,0,1,4,5,252,3154,140,11,2024,97,19,0,5.6,106.4,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545768,0,0,0,0,0,0,0,0,1,4,5,252,3155,140,11,2024,93,59,0,5.6,330.4,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545769,0,0,0,0,0,0,0,0,1,4,5,252,3156,140,11,2024,92,160,0,5.6,896.0,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545770,0,0,0,0,0,0,0,0,1,4,5,252,3157,140,11,2024,89,161,0,5.6,901.6,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545771,0,0,0,0,0,0,0,0,1,4,5,252,3158,140,11,2024,95,77,0,5.6,431.2,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545772,0,0,0,0,0,0,0,0,1,4,5,252,3159,140,11,2024,36,26,0,5.6,145.6,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545773,0,0,0,0,0,0,0,0,1,4,5,252,3160,562,11,2024,97,37,0,5.6,207.2,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545774,0,0,0,0,0,0,0,0,1,4,5,252,3161,562,11,2024,93,117,0,5.6,655.1999999999999,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545775,0,0,0,0,0,0,0,0,1,4,5,252,3162,562,11,2024,92,320,0,5.6,1792.0,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545776,0,0,0,0,0,0,0,0,1,4,5,252,3163,562,11,2024,89,321,0,5.6,1797.6,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545777,0,0,0,0,0,0,0,0,1,4,5,252,3164,562,11,2024,95,154,0,5.6,862.4,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545778,0,0,0,0,0,0,0,0,1,4,5,252,3165,562,11,2024,36,52,0,5.6,291.2,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545779,0,0,0,0,0,0,0,0,1,4,5,252,3166,576,11,2024,97,26,0,5.6,145.6,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545780,0,0,0,0,0,0,0,0,1,4,5,252,3167,576,11,2024,93,82,0,5.6,459.2,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545781,0,0,0,0,0,0,0,0,1,4,5,252,3168,576,11,2024,92,224,0,5.6,1254.4,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545782,0,0,0,0,0,0,0,0,1,4,5,252,3169,576,11,2024,89,225,0,5.6,1260.0,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545783,0,0,0,0,0,0,0,0,1,4,5,252,3170,576,11,2024,95,108,0,5.6,604.8,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545784,0,0,0,0,0,0,0,0,1,4,5,252,3171,576,11,2024,36,36,0,5.6,201.6,0,1,1701907200.0,1698969600.0,1699574400.0,1701388800.0,1701907200.0,0,0,20,21,6,7,2023,12
867545785,0,1,4,4,0,0,1,0,1,4,4,253,3172,149,10,2023,0,100,1,6.72,672.0,0,1,1684713600.0,1680825600.0,1681430400.0,1684108800.0,1685923200.0,1,1,10,31,21,22,2023,5
867545789,0,1,4,4,0,0,1,0,1,4,4,253,3175,149,10,2023,7,16,1,6.72,107.52,0,1,1684713600.0,1680825600.0,1681430400.0,1684108800.0,1685923200.0,1,1,10,31,21,22,2023,5
867545790,0,1,4,4,0,0,1,0,1,4,4,253,3176,149,10,2023,16,11,1,6.72,73.92,0,1,1684713600.0,1680825600.0,1681430400.0,1684108800.0,1685923200.0,1,1,10,31,21,22,2023,5
867545786,0,1,4,4,0,0,1,0,1,4,4,253,3173,149,10,2023,67,79,1,6.72,530.88,0,1,1684713600.0,1680825600.0,1681430400.0,1684108800.0,1685923200.0,1,1,10,31,21,22,2023,5
867545787,0,1,4,4,0,0,1,0,1,4,4,253,3174,149,10,2023,75,191,1,6.72,1283.52,0,1,1684713600.0,1680825600.0,1681430400.0,1684108800.0,1685923200.0,1,1,10,31,21,22,2023,5
867545793,0,1,4,4,0,0,1,0,1,4,4,254,3177,63,11,2024,75,4,1,3.815,15.26,0,1,1701993600.0,1697760000.0,1698364800.0,1700784000.0,1701993600.0,1,1,25,28,14,8,2023,12
867545794,0,1,4,4,0,0,1,0,1,4,4,254,3178,63,11,2024,0,13,1,3.815,49.595,0,1,1701993600.0,1697760000.0,1698364800.0,1700784000.0,1701993600.0,1,1,25,28,14,8,2023,12
867545795,0,1,4,4,0,0,1,0,1,4,4,254,3179,63,11,2024,7,12,1,3.815,45.78,0,1,1701993600.0,1697760000.0,1698364800.0,1700784000.0,1701993600.0,1,1,25,28,14,8,2023,12
867545796,0,1,4,4,0,0,1,0,1,4,4,254,3180,63,11,2024,16,5,1,3.815,19.075,0,1,1701993600.0,1697760000.0,1698364800.0,1700784000.0,1701993600.0,1,1,25,28,14,8,2023,12
867545797,0,1,4,4,0,0,1,0,1,4,4,254,3181,63,11,2024,23,1,1,3.815,3.815,0,1,1701993600.0,1697760000.0,1698364800.0,1700784000.0,1701993600.0,1,1,25,28,14,8,2023,12
